id, date, time, views, author, message
837,2016/03/22,12:36:52 PM,287,الزعيم عفاش بجم الوطن,عاااااااااجلورد الان #تعزعاااااااااجل كماوردالأن أشتباكات عنيفهفى عقبة حوض الأشرافواتجاه شعب الدبهواتجاه  تبة الدرانواتجاه جولة الموشكيطبعآ هذه  المواقع كامله كانت تحت سيطرات الدواعش والمرتزقهولكن بفضل من اللهورجال وابطال الجيش والجانأصبحت هذه المواقع بيد الجيش والجانللعلم آن الأشتباكات عنيفةمنذو اكثر من ساعة.وهى أن مبني المحافظه محاصروالدرانوالحوض طبعآ الأن ابطال الجيش فى تقدم مستمر منذو بداء الأشتباكاتدعواتكم لهم بالنصر والثباتمصرع قائد كتيبة المرتزقه في العبديه  #ياسر_العمري و 5 اخرين وجرح عدد كبير منهم أثناء محاولة تسلل هم لجبل قرن خرفان الواقع في اطراف العبديه وماتم معرفته منهم ياسرقاسم العمري شاكر بلغيثنجم الدين السعيديعبدالرب العمري ▬ ▬ ▬ ▬ ▬      أمريكا - الشيطان - اﻷكبر      " USA Big Devil "شبكة الزعيم الاخباريه قسم الاخبار العاجلهويمكنكم متا بعة آخر اﻻخبار والمستجدات والفديوهات لشبكة الزعيم اﻻخباريه على التيليجرام أو عبر موقعنا على الفيس بوك .
838,2016/03/22,12:38:52 PM,249,الزعيم عفاش بجم الوطن,عــاجـل :عدن شهود عيان انباء عن سقوط طائرة بدون طيار لتحالف الغزاة بالقرب من البساتين دون معرفة هويتها بالضبط وسبب ذلك#أبوهاشم_اكرم_الحسنيtt #شبكة_الجيش_واللجان_الشعبية  https://telegram.me/amasirah
839,2016/03/22,12:39:06 PM,244,الزعيم عفاش بجم الوطن,هااااام جميع فروع ومراكز المـــَـؤتمر الشعبَـــيِ العــَــام في جميع محافظات الجمهورية وعلى مستوى المديريات والعزل تتأهب وتبدي استعداها للمشاركة في الحشد العظيم يوم السبت القادم الموافق 26 مارس في ميدان السبعين عــَامٌ مـِـن الصمــَــوُد والتحــَــدّي.#أبوهاشم_اكرم_الحسنيtt #شبكة_الجيش_واللجان_الشعبية  https://telegram.me/amasirah
840,2016/03/22,12:39:28 PM,225,الزعيم عفاش بجم الوطن,الزعيم علي عبدالله صالح رئيس المؤتمر الشعبي العام الرئيس السابق للجمهورية اليمنية يوجه مساء اليوم خطاباً هاماً عبر قناة اليمن اليوم#أبومحمد_الفقيرtt #شبكة_الجيش_واللجان_الشعبية  https://telegram.me/amasirah
841,2016/03/22,12:40:16 PM,9.1K,الزعيم عفاش بجم الوطن,🇾🇪
842,2016/03/22,12:40:46 PM,6.4K,الزعيم عفاش بجم الوطن,الزعيم علي عبدالله صالح رئيس المؤتمر الشعبي العام يوجه مساء اليوم خطاباً هاماً عبر قناة اليمن اليوم
843,2016/03/22,12:41:12 PM,6.6K,الزعيم عفاش بجم الوطن,تأجيل بث خطاب #الزعيم_علي_عبدالله_صالح رئيس المؤتمر الشعبي العام إلى يوم غد الأربعاء
844,2016/03/22,12:41:52 PM,880,الزعيم عفاش بجم الوطن,الامين العام يرأس اجتماعا للجنة التحضيرية لمهرجان (عام من الصمود والتحدي)http://
845,2016/03/22,12:42:26 PM,0,الزعيم عفاش بجم الوطن,وزع #الإعلام_الحربي مشاهد لعملية تدمير آلية عسكرية بصاروخ موجه للعدو حاولت الاقتراب من جبل هيلان في #مأرب --------------------- ‏ رابط الفديو//drive.google.com/file/d/0B4t5WcHUv_JQbS1qaEE2dExCTEE/view     #التـعبــئـة_العــامـة_الجهادية▬ ▬ ▬ ▬ ▬●
846,2016/03/22,12:43:29 PM,1.5K,الزعيم عفاش بجم الوطن,عاجلتأجيل بث خطاب الزعيم علي عبدالله صالح رئيس المؤتمر الشعبي العام إلى يوم غد الأربعاء#أخبار_المسيرة               ■
847,2016/03/22,12:43:41 PM,0,الزعيم عفاش بجم الوطن,عاجلتأجيل بث خطاب الزعيم علي عبدالله صالح رئيس المؤتمر الشعبي العام إلى يوم غد الأربعاء.‎🇾🇪شــبــگــة تـوشـگـــا الـإخـبــاريــة🇾🇪➥|●
848,2016/03/22,12:43:55 PM,664,الزعيم عفاش بجم الوطن,رئيس فرع مؤتمر ذمار يجتمع بالقيادات المؤتمرية وأنصار المؤتمر  ويؤكد لهم : موعدنا  صباح 26 مارس الجاري في ميدان السبعين #متابعات ترأس  اليوم  نائب رئيس فرع المؤتمر بمحافظة ذمار محمد العلواني  اجتماعا تنظيميا بقيادة وأعضاء الدائرة 194 بمدينة ذمار وبحضور الإخوة  عبدا لخالق المنجر عضو قياده المحافظة ورئيس الهيئة التنفيذية بمديرية ذمار الأستاذ محمد السيقل وعضو المجلس  المحلي بالمحافظة عبدالحكيم وهبي  ورئيس فرع الدائرة وأعضاء القيادة، وقيادات المراكزالتنظيمية واعضاء المجلس المحلي بالدائرة..  وناقش الاجتماع  التحضيرات الجارية للمهرجان الجماهيري الذي سيقام بميدان السبعين تزامنا مع ذكرى مرور عام من العدوان السعودي الغاشم على بلادنا.وخلال الاجتماع تم استعراض كافة الترتيبات اللازمة لحشد الجماهير بالدائرة للمشاركة الفاعلة في انجاح المهرجان والذي يأتي استجابة لنداء الوطن والمؤتمر ، ورسالة للعالم والمنظمات الحقوقية تعبيرا عن رفض الشعب اليمني  واستنكاره للصمت الدولي تجاه ما يتعرض له من إبادة وحصار جائر على مدى عام كامل.. .ودعا الاجتماع  جماهير وقواعد وأنصار المؤتمر بالدائرة 194 الى تلبية دعوة التنظيم والاحتشاد صباح  يوم السبت 26 مارس الى ميدان السبعين.                                                                                                                                                                                                                                 #شبكة_الزعيم_الاخباريه https://telegram.me/alzaeemchannel
849,2016/03/22,12:46:00 PM,813,الزعيم عفاش بجم الوطن,فيديو من #رفدو الجبهات
850,2016/03/22,12:46:30 PM,911,الزعيم عفاش بجم الوطن,الزوكا:سيظل المؤتمر حاملا لراية الثورة والجمهورية والوحدة والديمقراطية والسلامhttp://
851,2016/03/22,1:11:28 PM,1.8K,الزعيم عفاش بجم الوطن,#الزوكا :سيظل المؤتمر حاملا لراية الثورة والجمهورية والوحدة والديمقراطية والسلام#الميثاق نيوز :-رأس الامين العام للمؤتمر الشعبي العام الاستاذ / #عارف_عوض_الزوكا اللقاء الموسع لقيادات المؤتمر وكوادره وأنصاره وحلفاءه في  في مديرية الثورة اليوم الثلاثاء بحضور الامين العام المساعد للمؤتمر الاستاذ #ياسر_العواضي و عدد من اعضاء اللجنة العامة وقيادات المؤتمر وأحزاب التحالف الوطني الديمقراطي .وفي اللقاء الحاشد والكبير الذي بدأ بالنشيد الوطني للجمهورية اليمنية ،وظل الحاضرون يرددون خلاله شعار (بالروح بالدم نفديك يايمن...نفديك ياصنعاء نفديك ياعدن )، حيا الامين العام قيادات وكوادر وأعضاء وأنصار المؤتمر الشعبي العام وحلفاؤه الصامدة والمناضلة في مديرية الثورة ،وقال: أسمحوا لي في بداية هذا اللقاء أن أنقل إليكم تحيات الزعيم الرمز المناضل علي عبد الله صالح الرئيس الجمهورية السابق رئيس المؤتمر الشعبي العام ، شاكرين لكم جهودكم شاكرين لكم تفاعلكم شاكرين لكم مواقفكم الشجاعة والصلبة التي أثبتموها في خلال مراحل مسيرة المؤتمر الشعبي العام الظافرة خلال الفترات الماضية كما أثبتم صلابة في خلال المراحل المختلفة.وأضاف الزوكا : واليوم تجسدون تلك المواقف بل وتجسدونها أفضل تجسيد اليوم وأنتم تلتفون حول حزبكم ، حزبكم الرائد حزب الوسطية والاعتدال أنه حزب المؤتمر الشعبي العام حزب الوطن ، حزب الوسطية والاعتدال حزب الوطن حزب الحوار حزب السلام حزب حزب الدولة حزب التنمية حزب البناء ، فكما عهدتم حزبكم الرائد منذ تأسيسه حتى اليوم سيظل يواصل مسيرة نضاله السلمي وسنظل نواصل مسيرتنا السلمية داخل الوطن وسنظل نواصل مسيرتنا ضد العدوان الغاشم على وطنا في مختلف الجبهات ..وتابع الامين العام: نحن اليوم في مديرية الثورة فالكل يعرف ماذا تعني لنا الثورة ، إنها ثورة السادس والعشرين من سبتمبر المجيدة وثورة الرابع عشر من أكتوبر المجيدة فسيظل المؤتمر الشعبي العام حاملا راية الثورة والجمهورية والوحدة والديمقراطية والسلام ، فلن نتخلى عن ثوابتنا الوطنية وفي مقدمتها وحدة الثاني والعشرين من مايو.وقال الزوكا: إنني ومن خلالكم المتواجدين في هذه القاعة من قيادات وأعضاء المؤتمر الشعبي العام وأحزاب التحالف الوطني الديمقراطي وأنصاره أتوجه إلى كل قيادات وقواعد المؤتمر الشعبي العام وإلى كل جماهير شعبنا بالشكر والعرفان والتقدير على مواقفهم البطولية الشجاعة في التصدي للعدوان الهمجي الغاشم على أرضنا وعلى شعبنا ، مؤكدين لكم أننا سنسير على نفس النهج وسنسير على نفس الخطى وسنسير على نفس السياسية التي رسمها لنا ابن اليمن البار الزعيم علي عبد الله صالح رئيس المؤتمر الشعبي العام،لا يسعني إلا أن أحييكم وأشكركم وأتمنى لكم التوفيق والنجاح.وكان الدكتور عصام القائفي الامين العام للمجلس المحلي القى كلمة ترحيبية رحب فيها بقيادات المؤتمر والتحالف التي حضرت اللقاء وقال ان هذا اللقاء يأتي بالتزامن مع مرور عام من العدوان الظالم على بلادنا ومن خلاله نرسل لشعوب العالم الحر اننا هنا واقفون بحزم وثبات في مجابهة العدوان غير المبرر شرعا وقانونا،وفي نفس الوقت نبعث برسالة الى جميع ساسة وقادة العالم بأننا دعاة سلام بما حفظ كرامة وسيادة ووحدة اراضينا .وأضاف القائفي: ان الواجب علينا في ظل استمرار هذا العدوان هو الوقوف صفا واحدا والعمل على المستوى الخارجي بما يكفل ايصال الحقائق لجميع شعوب العالم .
852,2016/03/22,1:11:32 PM,1.9K,الزعيم عفاش بجم الوطن,#وأشاد_القائفي بصمود واستبسال الجيش واللجان الشعبية في مواجهة العدوان رغم فارق الامكانيات ،مختتما بالقول: ونعاهد الله اننا سنظل صمام امان لهذا البلد العظيم ولقيادة المؤتمر الشعبي العام ممثلة بزعيمنا القائد علي عبدالله صالح .من جانبه القى الشيخ فيضي حميد المروني كلمة باسم قيادة فرع المؤتمر بمديرية الثورة رحب فيها بقيادة المؤتمر في هذا اللقاء الموسع بمديرية الثورة الباسلة التي تثبت كل يوم وفاءها وإخلاصها للوطن وللمؤتمر الشعبي العام رغم الاحداث التي مرت خلال الفترات السابقة .وقال المروني: ان وطننا يمر بمرحلة صعبة من تاريخه فقد تكالب علينا اعداء الحياة الانسانية شنوا عدوانا بغيضا وجبانا وحاقد على يمن الايمان والحكمة بدون مبرر استهدف كل شيء الاطفال والنساء والمقدرات منذ عام كامل ،ولم يكتفوا بذلك بل قاموا بفرض حصار خانق على هذا الشعب في متطلبات حياته .وأضاف المروني: لكن هذا الشعب العظيم وفي المقدمة اعضاء وأنصار المؤتمر وكل القوى الوطنية الشريفة ثبتوا وصمدوا صمود الجبال امام هذا العدوان وليس هذا بغريب على المؤتمريين الذين اثبتوا في مختلف المراحل انهم رجال الوطن ورجال التنمية والثوابت الوطنية والتضحية والوفاء والصمود .وقال القيادي المؤتمري: لقد تكالب اعداء الداخل من الخونة والعملاء والمرتزقة ممن باعوا ضمائرهم وأخلاقهم ووطنهم وأعداء الخارج الذين اظهروا مدى حقدهم على هذا الشعب العظيم في ظل صمت مخزي وتخاذل من العالم بأسره حيال الجرائم التي يرتكبها العدوان ولكن هذا الشعب العظيم لم يخش طائراتهم ولا مدافعهم ولا بوارجهم وظل صامدا منذ عام واظهر قوته وبسالته في التصدي لهذا العدوان ومن هنا نحيي ونشكر كل ابطال القوات المسلحة واللجان الشعبية على بطولاتهم وتضحياتهم ولهم كل المحبة والتقدير والشكر .واختتم المروني كلمته بالقول: احيي ابناء مديرية الثورة على تفاعلهم ومواقفهم في مختلف المراحل والذين اثتبوا وفاءهم لحزبنا العظيم المؤتمر الشعبي العام حزب العطاء والبذل والتنمية والصمود ومن هنا نعلن اننا سنظل جميعا اوفياء مع تنظيمنا الرائد وقيادته الصامدة ممثلة بالزعيم علي عبدالله صالح رئيس الجمهورية السابق رئيس المؤتمر الشعبي العام ونجدد العهد والوفاء والصمود للوطن .هذا وقام عضو اللجنة الدائمة للمؤتمر عمار المصري بتقديم درع الوفاء والصمود للزعيم علي عبدالله صالح رئيس الجمهورية السابق رئيس المؤتمر الشعبي العام عن قيادة وأعضاء المؤتمر والتحالف بمديرية الثورة تسلمه الامين العام للمؤتمر الاستاذ عارف عوض الزوكا .كما القيت في اللقاء قصيدة شعرية القاها الشيخ محمد بن احمد الروحاني .http://telegram.me/Almethaqnews
853,2016/03/22,1:12:40 PM,2.4K,الزعيم عفاش بجم الوطن,عاجلالأمن يفكك عبوة بمديرية السبعين بامانة العاصمة وأخرى بالهيجاء بمحافظة الحديدة واخرى بمديرية العدين بمحافظة إب#شـــبــــكة_العـــٓودّ_الاخـــبــــاريـــة_             تيليجرام      _________________ⓣelegram.me/AccustomNews
854,2016/03/22,1:23:10 PM,912,الزعيم عفاش بجم الوطن,الزعيم صالح يعزي الشيخ صدام عبدالسلام شمسان بوفاة نجلهhttp://
855,2016/03/22,1:41:48 PM,5.8K,الزعيم عفاش بجم الوطن,#المؤتمر_الشعبي_العام و #أحزاب_التحالف_الوطني يدينون الهجوم المزدوج الذي استهدف العاصمة البلجيكية #بروكسل
856,2016/03/22,1:42:44 PM,31,الزعيم عفاش بجم الوطن,صور الزعيم والعميدمكتبه صور الزعيم علي عبدالله صالح والعميد احمد علي عبدالله صالحhttps://telegram.me/SourAlzaaim
857,2016/03/22,2:21:22 PM,2.4K,الزعيم عفاش بجم الوطن,الأمن واللجان يضبطون 48 مرتزقا كانوا في طريقهم إلى معسكرات الغزاة بمأرب#شـــبــــكة_العـــٓودّ_الاخـــبــــاريـــة_             تيليجرام      _________________ⓣelegram.me/AccustomNews
858,2016/03/22,2:21:42 PM,1.2K,الزعيم عفاش بجم الوطن,#عاجل قوات الجيش واللجان تُسيطر على خط الضباب آخر مواقع أتباع هادي .#قيادة_الحرس_الجمهوري_والقوات_الخاصه ____________________
859,2016/03/22,5:17:23 PM,1.6K,الزعيم عفاش بجم الوطن,عـــاجـل#شبوة: تدمير دبابة وعربة همر تابعة لمرتزقة الغزاة في منطقة الصفراء بمديرية عسيلان   #شبكة_انصارالله_الاخبارية ▬ ▬ ▬ ▬ ▬●
860,2016/03/22,5:17:27 PM,1.6K,الزعيم عفاش بجم الوطن,عـــاجـلمصدر عسكري للمسيرة: العثور على جثث 3 عسكريين سودانيين ضمن قتلى المرتزقة في منطقة الضباب غربي مدينة #تعز  #شبكة_انصارالله_الاخبارية ▬ ▬ ▬ ▬ ▬●
861,2016/03/22,5:17:39 PM,1.7K,الزعيم عفاش بجم الوطن,عـــاجـلطيران العدوان يشن غارات على العاصمة #صنعاء والتحليق مستمر    #شبكة_انصارالله_الاخبارية ▬ ▬ ▬ ▬ ▬●
862,2016/03/22,5:17:43 PM,1.7K,الزعيم عفاش بجم الوطن,عاجلصنعاء: غارات العدوان استهدفت جبل النهدين ومنطقة الحفاء  #شبكة_انصارالله_الاخبارية ▬ ▬ ▬ ▬ ▬●
863,2016/03/22,5:26:02 PM,2.1K,الزعيم عفاش بجم الوطن,مؤتمر الحديدة يؤكد مشاركة كافة تكويناته في مهرجان الصمود بصنعاءhttp://telegram.me/Almethaqnews
864,2016/03/22,5:26:06 PM,2K,الزعيم عفاش بجم الوطن,مؤتمر المحويت يدشن مهام الحشد الجماهيري والتنظيمي لمهرجان الصمود والتحديhttp://telegram.me/Almethaqnews
865,2016/03/22,5:26:20 PM,2.1K,الزعيم عفاش بجم الوطن,طيران العدوان السعودي يقصف بغارتين محيط دار الرئاسة بالعاصمة                                                                                                                             http://telegram.me/Almethaqnews
866,2016/03/22,5:28:18 PM,7K,الزعيم عفاش بجم الوطن,‏ شاهد | ضاحي خلفان والتطبيع للتعايش مع #إسرائيل 22-03-2016‎هُـنـا المسيــرةtelegram.me/Hona_Almasirah
867,2016/03/22,5:28:38 PM,7K,الزعيم عفاش بجم الوطن,🏻🏻🏻🏻🏻 ‏ شاهد | معارك جبهة الضباب بمحافظة #تعز وخسائر الغزاة ومرتزقتهم على أيدي أبطال الجيش واللجان الشعبية 22-03-2016--------------------- ‏ رابط مباشر [ 5.4 ميجا ] //mme6.whatsapp.net/d/0VljpwE-BTUvC4XWA9nzB1bxk-AABS6nrqf__Q/Ap_Jfz0vQeJbEKvm7_EX7wYC6B70TZVlyc5q4ONpNFxn.mp4
868,2016/03/22,7:59:48 PM,44,الزعيم عفاش بجم الوطن,⚔ زوامل الشاعر عاقل بن صبر ⚔اقوى الزوامل الحربيه الجهاديهــــــــــــــــــــــــــــــ لشاعر الصمود شاعر الوطن/                  الشاعر عاقل بن صبر(كتابه + صوت   + فيديو  )وبصوت  اقوى المنشدين اليمنيينيمكنكم متابعتها حصـــــــــرياً : على القناة الرسمية في التيليجرامhttps://telegram.me/Thepoet_aagelbensaber
869,2016/03/23,12:09:35 PM,702,الزعيم عفاش بجم الوطن,● شاهد| التقدم في الأطراف الغربية لمحافظة مأرب ومواصلة دحر الغزاة ومرتزقتهم  22-03-2016              شُهداؤنا.عظُماؤنا.ttشبكة.رجال.الله.الاخبارية.tt●
870,2016/03/23,12:27:22 PM,6.2K,الزعيم عفاش بجم الوطن,البنتاغون يعلن مقتل العشرات من القاعدة بغارة على معسكر للتنظيم بحضرموت
871,2016/03/23,12:29:38 PM,1.3K,الزعيم عفاش بجم الوطن,عأأأأأأجل ..الزعيم يوجه خطابا مهما  لجماهير الشعب عبر قناة اليمن اليوم الليلة يوجه الزعيم علي عبد الله صالح رئيس المؤتمر الشعبي العام،  رئيس الجمهورية السابق مساء اليوم الاربعاء، خطاباً هاماً الى جماهير الشعب اليمني.ويتناول الخطاب الذي  تبثه قناة اليمن اليوم عند الساعة الثامنة والنصف مساء تداعيات  استمرار العدوان السعودي على بلادنا والحصا رالمفروض على شعبنا  اليمني منذ عام..كما سيتناول  عدد من القضايا  المهمة على الساحة الوطنية.  #قيادة_الحرس_الجمهوري_والقوات_الخاصه ____________________
872,2016/03/23,12:29:50 PM,1.3K,الزعيم عفاش بجم الوطن,شاهد | بالصور هكذا أصبح جسر سايلة صنعاء القديمة بعد أن قصفة طيران العدوان السعودي الأمريكي#قيادة_الحرس_الجمهوري_والقوات_الخاصه ____________________
873,2016/03/23,12:32:00 PM,35,الزعيم عفاش بجم الوطن,صور الزعيم والعميدمكتبه صور الزعيم علي عبدالله صالح والعميد احمد علي عبدالله صالحhttps://telegram.me/SourAlzaaim
874,2016/03/23,12:32:54 PM,1.5K,الزعيم عفاش بجم الوطن,____________________________ #تعز: بفضل الله وتاييده وبايدي أبطال الجيش واللجان الشعبية تم الاستعادة والسيطرة على السجن المركزي الواقع خلف بير باشا وفرار جماعي لمرتزقة العدو                            ______________________________#الإعلام_الحربيابوكيان؏ﮩ₰🇾🇪
875,2016/03/23,12:34:50 PM,358,الزعيم عفاش بجم الوطن,--------- شـ ـبـ ـگـ ـة الـــزعـــاﻷخباريهــــــيم                ——————————{{ رَبَّنَا أَفْرِغْ عَلَيْنَا صَبْرًا وَثَبِّتْ أَقْدَامَنَا وَانصُرْنَا عَلَى الْقَوْمِ الْكَافِرِينَ }} صدق الله العظيم════♡════♡════الشاعر الكبير/معاذ الجنيدحين أراد مرتزقة سلمان في تعز أن يقنعوا أنفسهم بأن تنظيم القاعدة جزء من مدنيتهم ، صرخوا بعبارة ( لأجلك يا تعز كلنا دواعش ) !!وعلى لسان تعز أقول لهم :...... تعز .....ألِأجلي ( تدعوشوا ) أم لقتلي ؟علَّقوا في مشانق الوهم ظِليناصروني بكل فعلٍ قبيحٍوتباهوا بسحق وجهي وسحليسلخوني عن جِذع (صنعاء) حقداًوبحضن (الرياض) ألقوا بحِمليباسم حريتي تنادوا ، وهُمْ عنيمنِ الفاتحين قاموا بعزليأظهروني في صف ( آل سعودٍ )والعمالاتُ لا تليقُ بشكلي !بدَّلوا منطقَ الأمور بزيفٍأبرزوا من ثقافتي كل جهلِطاردوا في شوارعي كل حرِّيرفضُ العار ، والخيانة مثليكي يقولوا بأنهم كل شعبيوبأني مع الأعادي بكُليوأنا مَنْ بكل جبهةٍ عزٍّلي رجالٌ بهم تجسَّدَ فعليلم أُسمَّى تعزَّ إلى لعزٍّيمنيٍّ بهِ اعتزازي وأصليفلماذا يسعودون صباحي ؟يا ( معاذ الجنيد ) بالله قُلْ لِيْ ..كيف هاموا بصوت ( أيوب ) دهراًثم باعوه ، واشتروا فيه ذُلّييصلبون ( الفضولَ ) شعراً ، ومعنىًويُمنّونَ كل غازٍ بوصليلـِ ( الإمارات ) يركعون لـِ( نجدٍ )وعلى الشعب يُظهرون التعَلِّييا ( بن علوان ) كيف أسمو بقومٍأطفأوا القلبَ في مقام التجلِّي !؟لا تسلْ من أباحَ أرضي ، وعِرضيفـَ( الرياض ) اشترت رفاقي ، وأهلياليسارُ ، اليسارُ محض افتضاحٍصارَ نعلاً لألف نعلٍ ، ونعلِويُصلي لقصر ( سلمان ) ذُلاًخابَ ، وهوَ الوليُّ إن لم يُصلِّ !!أنهكونا قوميةً ، وكِفاحاًجاءت الحربُ فامتطوها لركليأخوَنَت ( نجد ) كل حزبٍ شريفٍسعوَدَ النفطٌ كل قلبٍ ، وعقلِيزحفُ الأوصياءُ كي يقنعوناإنما الإحتلالُ جيشٌ محلي !!أيها الصامتون ثوروا ، أفيقواأنقذوني من داعشية وحلييمنيٌّ دمي ، وقلبي ، وروحيوإلى غير موطني لا أُولّييمنُ المجد كعبتي ، وصلاتيثورةٌ من قداسة الحب تغليحدثي الدهرَ يا مدائنُ عنيوبقومي المجاهدين استدِلِّيسوف تُنبيكِ تُربتي ، وقِلاعيأنني لستُ منفذاً لِمُذِّليفامتزِج يا رُكام ( صعدةَ ) حباًبرُكامي ، لن يقطعوا فيك حبليإنْ ذَوَتْ يا سماء ( صنعاء ) روحيفاشرقي من جوارحي وأطلي ...19 / 3 / 2016 مً            ════♡════♡════---------- شـ ـبـ ـگـ ـة الـــزعــــاﻷخباريهـــــــيم                ════♡════♡════ صــاحــــ✍🏻اﻻمتياز✍🏻ـــــــب : توفيق محمدسعيد المخاوي——————————(وما النصر إﻻ من عند الله)——————————سنخرس المرجفين وسنأتيكم بالخبر اليقينالنصر حليفنا ﻻن الله معناويمكنكم متابعة آخر اﻻخبار والمستجدات والفديوهات لشبكة الزعيم اﻻخباريه على التيليجرام أو عبر موقعنا على الفيس بوك .
876,2016/03/23,12:40:24 PM,6.4K,الزعيم عفاش بجم الوطن,#طائرات_تحالف_العدوان تشن غارات على #الفرضة في مديرية #نهم بمحافظة #صنعاء
877,2016/03/23,12:41:52 PM,6.8K,الزعيم عفاش بجم الوطن,https://
878,2016/03/23,12:50:34 PM,946,الزعيم عفاش بجم الوطن,الزوكا :قيادة المؤتمر لن تخذل الشعب وستظل وفية لمبادئها وثوابتهاhttp://
879,2016/03/23,1:03:58 PM,1.8K,الزعيم عفاش بجم الوطن,#مارب.مصرع ستة  من المرتزقة واعطاب آليتين بصد محاولات زحف باتجاه جبل #القرن في مديرية #العبديةhttp://telegram.me/Almethaqnews
880,2016/03/23,1:04:32 PM,916,الزعيم عفاش بجم الوطن,رئيس المؤتمر يعزي بوفاة الشيخ العلامة احمد حمود الشيخhttp://
881,2016/03/23,1:05:00 PM,1.9K,الزعيم عفاش بجم الوطن,لأول مرة تظهر الخلافات بين ادارة أوباما والسعودية الى العلن“نيويورك تايمز”: الاتفاق النووي دفع السعودية لإشعال حروب بالوكالة ضد إيرانالميثاق نيوز- متابعات– قالت صحيفة “نيويورك تايمز” إن العلاقات الأميركية – السعودية “تمر بأسوء مراحلها وتنمو بشكل هش على نحو غير مسبوق”، خصوصاً بعد الانتقادات التي أدلى بها الرئيس الأمركيي الأسبوع الماضي ضد المملكة “بشكل علني وللمرة الأولى في تاريخ العلاقات بين البلدين”.ورأت الصحيفة أنه “من النادر أن ينتقد رئيس أميركي حكومة صديقة بشكل علني، لكن هذا ما فعله الرئيس باراك أوباما الأسبوع الماضي في حديثه عن المشكلات في العلاقة مع السعودية، مضيفة أن أوباما “وصف الحكومة السعودية وحكومات عربية أخرى بأنها “قمعية”، قائلاً إنها “تستخدم تفسيرات ضيقة تساهم بصورة كبيرة في انتشار التطرف في تلك المجتمعات”.وأوضحت “نيويورك تايمز” أن “أكثر ما أثار السعوديين في حوار الرئيس الأميركي هو مطالبته لهم تحقيق نوع من السلام البارد مع إیران، الأمر الذي دفع رئيس جهاز الاستخبارات السعودي السابق، الأمير تركي الفيصل، إلى مهاجمة أوباما، واتهامه بعدم تقدير كل ما قدمته المملكة لمصلحة بلاده”.وأشارت الصحيفة إلى “التحالف الذي جمع واشنطن والرياض لسنوات طويلة”، وأنه “ولد بالأساس من رحم الكراهية للاتحاد السوفيتي، وكذلك اعتماد أميركا على النفط السعودي بصورة كبيرة، إلا أن انهيار الاتحاد السوفيتي وظهور النفط الصخري في الولايات المتحدة ربما أدى إلى فتور العلاقة بصورة كبيرة في المرحلة الراهنة، خاصة منذ أن أقدمت واشنطن على قيادة الجهود الدولية للتوصل إلى الاتفاق النووي مع طهران”.وأردفت الصحيفة قائلة إن الاتفاق النووي بين الدول الغربية وطهران الذي وقعته في يوليو/تموز 2015م “ربما ساهم بصورة كبيرة في زيادة مخاوف المملكة من جراء زيادة نفوذ طهران على حسابها، الأمر الذي دفع المملكة لإشعال حروباً بالوكالة ضد المصالح الإيرانية، في سوريا واليمن والعراق، بحسب الصحيفة الأميركية، في محاولة لوأد الاتفاق النووي، ودحض التقارب الأمريكي – الإيراني”.وختمت “نيويورك تايمز” بالقول إن أوباما بحواره مع مجلة “ذي أتلانتك”، الذي تضمن انتقادات للسعودية، “دفع خبايا الخلافات بين إدارته والحكومة السعودية إلى العلن للمرة الأولى، ولم يعد أمامه الكثير من الوقت لإصلاح الأمر، في ظل اقتراب نهاية فترته الرئاسية الثانية، وبالتالي فإن إعادة العلاقات بين واشنطن والرياض إلى مسارها يبقى مسؤولية الإدارة الأميركية الجديدة”.http://telegram.me/Almethaqnews
882,2016/03/23,1:05:08 PM,947,الزعيم عفاش بجم الوطن,استشهاد واصابة 9 في غارات لطيران العدوان السعودي على صعفانhttp://
883,2016/03/23,1:10:26 PM,917,الزعيم عفاش بجم الوطن,طيران العدوان السعودي يشن 13 غارة على 3 مديرياتhttp://
884,2016/03/23,1:14:48 PM,1.2K,الزعيم عفاش بجم الوطن,#طائرات_تحالف_العدوان تشن غارات على #الفرضة في مديرية #نهم بمحافظة #صنعاء   قيادة#المؤتمر_الشعبي_العام  واحزاب التحالف ب #حجة يواصلون اجتماعاتهم للحشد لمهرجان #عام_من_الصمود صباح السبت 26 مارس#قيادة_الحرس_الجمهوري_والقوات_الخاصه ____________________
885,2016/03/23,1:20:32 PM,1.2K,الزعيم عفاش بجم الوطن,صور من التحضيرات والتجهيزات لمهرجان 26 مارس الذكرى الأولى للعدوان على اليمن #قيادة_الحرس_الجمهوري_والقوات_الخاصه ____________________
886,2016/03/23,1:22:08 PM,755,الزعيم عفاش بجم الوطن,الان هل عرف الجميع معنى الحكمة اليمانية ؟؟؟الاستاذ الصماد رئيس المكتب السياسي لانصار الله  سيلقي الكلمه الرئيسيه في تظاهرة  المؤتمر في ميدان السبعين صباح السبت والاستاذ الزوكا سيلقي الكلمة الرئيسيه في تظاهرة انصار الله في الروضه عصر السبت ...
887,2016/03/23,1:23:52 PM,1.2K,الزعيم عفاش بجم الوطن,وصول مرتبات الموظفين بالمحافظات الجنوبية إلى عدن على متن طائرة من العاصمة صنعاء#قيادة_الحرس_الجمهوري_والقوات_الخاصه ____________________
